,contact_id,since_date,order_number,plan,transaction_date,section_name,row_name,first_seat,last_seat,num_seats,FSE,plan_base_price,pricecode,section_listing,eventcode,tickettypesid,sales_rep,9%
0,102512,12/22/2005,1921134-1,Full Season,2/18/2022,328,E,9,10,2,2.0,3024,XFR,Terrace Value,FS22,Renewed Full Season,Brent Burns,3296.1600000000003
1,102952,3/29/2019,1921135-1,Full Season,2/18/2022,124,N,11,12,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Shayne Gostisbehere,6134.52
2,102974,11/24/1999,1921136-1,Full Season,2/18/2022,102,Q,11,14,4,4.0,16800,FFR,Sideline Preferred,FS22,Renewed Full Season,Brent Burns,18312.0
3,102974,11/24/1999,1921136-2,Full Season,2/18/2022,105,YY,4,4,1,1.0,3276,EPR,Center Ice Top 8,FS22,Renewed PH Full Season,Brent Burns,3570.84
4,102974,11/24/1999,1921136-3,Full Season,2/18/2022,304,D,14,17,4,4.0,8064,VFR,Center Ice Terrace,FS22,Renewed Full Season,Brent Burns,8789.76
5,102974,11/24/1999,1921136-4,Full Season,2/18/2022,333,D,7,8,2,2.0,2184,YFR,Shoot Twice Goal Zone,FS22,Renewed Full Season,Brent Burns,2380.5600000000004
6,102996,7/12/2000,1921137-1,Full Season,2/18/2022,123,S,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Brent Burns,6134.52
7,103106,2/11/1999,1921138-1,Full Season,2/18/2022,103,M,13,13,1,1.0,4998,DFR,Center Ice  ,FS22,Renewed Full Season,Brent Burns,5447.820000000001
8,103117,2/11/1999,1921139-1,Full Season,2/18/2022,111,F,4,5,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,Brent Burns,6958.56
9,103205,10/5/1998,1921141-1,Full Season,2/18/2022,119,F,5,6,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,David Ortiz,11445.0
10,103227,6/19/1997,1921142-1,Full Season,2/18/2022,304,A,19,22,4,4.0,10416,TFR,Mezzanine,FS22,Renewed Full Season,Shayne Gostisbehere,11353.44
11,103238,1/7/1999,1921143-1,Full Season,2/18/2022,118,S,11,14,4,4.0,19992,DFR,Center Ice  ,FS22,Renewed Full Season,Brent Burns,21791.280000000002
12,103271,6/20/1997,1921144-1,Full Season,2/18/2022,104,M,7,8,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,Brent Burns,11445.0
13,103293,8/18/1997,1921145-1,Full Season,2/18/2022,304,A,13,16,4,4.0,10416,TFR,Mezzanine,FS22,Renewed Full Season,Shayne Gostisbehere,11353.44
14,103348,6/20/1997,1921146-1,Full Season,2/18/2022,309,E,13,14,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Brent Burns,1922.7600000000002
15,103370,6/20/1997,1921148-1,Full Season,2/18/2022,121,P,3,4,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Wayne Gretzky,9156.0
16,103458,10/21/1999,1921149-1,Full Season,2/18/2022,102,P,1,4,4,4.0,16800,FFR,Sideline Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,18312.0
17,103777,6/7/2002,1921150-1,Full Season,2/18/2022,315,F,16,17,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,David Ortiz,1922.7600000000002
18,103788,8/13/2001,1921151-1,Full Season,2/18/2022,104,L,8,8,1,1.0,5250,CFR,Center Ice Preferred,FS22,Renewed Full Season,David Ortiz,5722.5
19,103821,7/29/2002,1921152-1,Full Season,2/18/2022,105,L,1,4,4,4.0,19992,DFR,Center Ice  ,FS22,Renewed Full Season,Warrick Dunn,21791.280000000002
20,104294,2/2/2001,1921153-1,Full Season,2/18/2022,333,A,5,6,2,2.0,2184,YFR,Shoot Twice Goal Zone,FS22,Renewed Full Season,Brent Burns,2380.5600000000004
21,104481,4/7/2002,1921154-1,Full Season,2/18/2022,304,C,17,18,2,2.0,4032,VFR,Center Ice Terrace,FS22,Renewed Full Season,David Ortiz,4394.88
22,104569,5/20/2021,1921155-1,Full Season,2/18/2022,102,D,1,2,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Earvin Johnson,9156.0
23,105031,1/31/2001,1921156-1,Full Season,2/18/2022,213,A,2,5,4,4.0,25536,NFR,Champions Club,FS22,Renewed Full Season,Warrick Dunn,27834.24
24,105053,9/5/2001,1921157-1,Full Season,2/18/2022,332,D,9,10,2,2.0,2184,YFR,Shoot Twice Goal Zone,FS22,Renewed Full Season,Brent Burns,2380.5600000000004
25,105548,3/31/2006,1921158-1,Full Season,2/18/2022,103,X,13,14,2,2.0,8988,EFR,Center Ice Top 8,FS22,Renewed Full Season,Martin Necas,9796.92
26,105922,2/6/2001,1921159-1,Full Season,2/18/2022,122,T,1,4,4,4.0,13776,GFR,Sideline  ,FS22,Renewed Full Season,Brent Burns,15015.840000000002
27,105966,11/12/2021,1921160-1,Full Season,2/18/2022,228,A,5,6,2,2.0,10164,PFR,Club Ledge,FS22,Renewed Full Season,Martin Necas,11078.76
28,106032,7/31/2001,1921161-1,Full Season,2/18/2022,128,A,6,7,2,2.0,17220,AFR,Row 1,FS22,Renewed Full Season,Wayne Gretzky,23014.53
29,106230,4/20/2001,1921163-1,Full Season,2/18/2022,125,G,4,5,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,8240.400000000001
30,106230,4/20/2001,1921163-2,Full Season,2/18/2022,125,H,4,5,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,8240.400000000001
31,106417,6/13/2002,1921164-1,Full Season,2/18/2022,102,T,9,10,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Brent Burns,9156.0
32,106560,3/4/2019,1921165-1,Full Season,2/18/2022,114,T,1,2,2,2.0,3696,KPR,Lower Level North,FS22,Renewed PH Full Season,Brent Burns,4028.6400000000003
33,106626,5/3/2001,1921166-1,Full Season,2/18/2022,121,XX,6,6,1,1.0,4200,FFR,Sideline Preferred,FS22,Renewed Full Season,Calvin de Haan,4578.0
34,106868,5/3/2001,1921167-1,Full Season,2/18/2022,121,XX,5,5,1,1.0,4200,FFR,Sideline Preferred,FS22,Renewed Full Season,Brent Burns,4578.0
35,107198,4/15/2021,1921168-1,Full Season,2/18/2022,204,C,1,4,4,4.0,18648,RFR,Center Ice Club,FS22,Renewed Full Season,Jesper Fast,20326.32
36,107363,3/19/2003,1921169-1,Full Season,2/18/2022,120,Q,13,14,2,2.0,9996,DFR,Center Ice  ,FS22,Renewed Full Season,Brent Burns,10895.640000000001
37,107946,5/10/2018,1921170-1,Full Season,2/18/2022,111,R,13,14,2,2.0,3696,KPR,Lower Level North,FS22,Renewed PH Full Season,Sebastian Aho,4028.6400000000003
38,108034,10/17/2000,1921171-1,Full Season,2/18/2022,107,V,1,2,2,2.0,4620,GPR,Sideline  ,FS22,Renewed PH Full Season,Calvin de Haan,5035.8
39,108320,10/5/2001,1921173-1,Full Season,2/18/2022,329,G,8,9,2,2.0,3024,XFR,Terrace Value,FS22,Renewed Full Season,Brent Burns,3296.1600000000003
40,108441,1/10/2001,1921175-1,Full Season,2/18/2022,128,YY,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Wayne Gretzky,6134.52
41,108727,6/20/2002,1921176-1,Full Season,2/18/2022,318,E,7,8,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Brent Burns,1922.7600000000002
42,109145,10/19/2001,1921178-1,Full Season,2/18/2022,127,R,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Calvin de Haan,6134.52
43,109266,4/24/2001,1921179-1,Full Season,2/18/2022,127,C,3,4,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Brent Burns,8240.400000000001
44,109288,9/23/2005,1921180-1,Full Season,2/18/2022,220,D,7,8,2,2.0,9324,RFR,Center Ice Club,FS22,Renewed Full Season,Brent Burns,10163.16
45,110047,6/13/2002,1921182-1,Full Season,2/18/2022,123,T,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Brent Burns,6134.52
46,110476,4/4/2001,1921184-1,Full Season,2/18/2022,304,A,31,31,1,1.0,2604,TFR,Mezzanine,FS22,Renewed Full Season,Calvin de Haan,2838.36
47,110652,6/13/2002,1921185-1,Full Season,2/18/2022,306,A,3,4,2,2.0,5208,TFR,Mezzanine,FS22,Renewed Full Season,Brent Burns,5676.72
48,111092,12/19/2002,1921187-1,Full Season,2/18/2022,122,T,8,11,4,4.0,13776,GFR,Sideline  ,FS22,Renewed Full Season,Brent Burns,15015.840000000002
49,111180,2/2/2001,1921188-1,Full Season,2/18/2022,128,F,1,2,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Brent Burns,8240.400000000001
50,111488,4/9/2001,1921189-1,Full Season,2/18/2022,320,D,7,8,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Brent Burns,1922.7600000000002
51,111675,6/13/2002,1921190-1,Full Season,2/18/2022,120,ZZ,13,14,2,2.0,8988,EFR,Center Ice Top 8,FS22,Renewed Full Season,Brent Burns,9796.92
52,111708,5/5/2002,1921191-1,Full Season,2/18/2022,119,Z,5,6,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,11445.0
53,111796,10/17/2000,1921192-1,Full Season,2/18/2022,108,W,1,1,1,1.0,1848,KPR,Lower Level North,FS22,Renewed PH Full Season,Brent Burns,2014.3200000000002
54,112071,5/28/2002,1921194-1,Full Season,2/18/2022,304,A,23,24,2,2.0,5208,TFR,Mezzanine,FS22,Renewed Full Season,Brent Burns,5676.72
55,112159,5/21/2002,1921195-1,Full Season,2/18/2022,304,A,5,5,1,1.0,2604,TFR,Mezzanine,FS22,Renewed Full Season,Wayne Gretzky,2838.36
56,112258,5/28/2021,1921196-1,Full Season,2/18/2022,117,XX,11,12,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Calvin de Haan,9156.0
57,112291,4/16/2001,1921197-1,Full Season,2/18/2022,121,M,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Wayne Gretzky,9156.0
58,112412,5/28/2002,1921198-1,Full Season,2/18/2022,324,A,10,11,2,2.0,5208,TFR,Mezzanine,FS22,Renewed Full Season,Frederik Andersen,5676.72
59,112434,4/24/2001,1921199-1,Full Season,2/18/2022,110,F,1,2,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,Brent Burns,6958.56
60,112467,5/31/2001,1921200-1,Full Season,2/18/2022,318,C,8,9,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Brent Burns,1922.7600000000002
61,113182,6/18/2002,1921201-1,Full Season,2/18/2022,323,F,3,4,2,2.0,3696,WFR,Terrace Preferred,FS22,Renewed Full Season,Frederik Andersen,4028.6400000000003
62,113325,5/28/2001,1921202-1,Full Season,2/18/2022,103,L,11,14,4,4.0,19992,DFR,Center Ice  ,FS22,Renewed Full Season,Brent Burns,21791.280000000002
63,113545,5/31/2001,1921204-1,Full Season,2/18/2022,314,B,8,9,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Brent Burns,1922.7600000000002
64,113622,10/23/2000,1921205-1,Full Season,2/18/2022,129,N,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Sebastian Aho,6134.52
65,114436,12/21/2000,1921206-1,Full Season,2/18/2022,308,D,9,10,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Brent Burns,1922.7600000000002
66,114689,6/13/2002,1921207-1,Full Season,2/18/2022,335,A,4,4,1,1.0,1092,YFR,Shoot Twice Goal Zone,FS22,Renewed Full Season,David Ortiz,1190.2800000000002
67,119078,5/16/2019,1921208-1,Full Season,2/18/2022,120,Z,13,14,2,2.0,8988,EFR,Center Ice Top 8,FS22,Renewed Full Season,Jesper Fast,9796.92
68,120288,6/20/1997,1921209-1,Full Season,2/18/2022,117,Q,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Frederik Andersen,9156.0
69,120332,6/8/1998,1921210-1,Full Season,2/18/2022,126,C,8,9,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Calvin de Haan,8240.400000000001
70,120442,9/4/1998,1921211-1,Full Season,2/18/2022,324,E,18,20,3,3.0,6048,VFR,Center Ice Terrace,FS22,Renewed Full Season,David Ortiz,6592.320000000001
71,120497,3/27/1999,1921212-1,Full Season,2/18/2022,119,R,1,2,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,Warrick Dunn,11445.0
72,120497,3/27/1999,1921212-2,Full Season,2/18/2022,119,S,3,4,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,Warrick Dunn,11445.0
73,120508,5/14/1999,1921213-1,Full Season,2/18/2022,124,P,1,4,4,4.0,11256,IFR,Lower Level South,FS22,Renewed Full Season,Wayne Gretzky,12269.04
74,120519,7/1/1997,1921214-1,Full Season,2/18/2022,104,T,8,9,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,David Ortiz,11445.0
75,120618,11/8/1997,1921215-1,Full Season,2/18/2022,123,K,5,6,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Brent Burns,8240.400000000001
76,120739,6/5/2002,1921218-1,Full Season,2/18/2022,320,F,6,7,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Calvin de Haan,1922.7600000000002
77,120783,6/26/2017,1921219-1,Full Season,2/18/2022,230,D,19,20,2,2.0,5628,SPR,Club Select,FS22,Renewed PH Full Season,David Ortiz,6134.52
78,121850,1/22/2002,1921220-1,Full Season,2/18/2022,312,A,3,4,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Warrick Dunn,1922.7600000000002
79,121938,7/29/2002,1921221-1,Full Season,2/18/2022,304,D,12,13,2,2.0,4032,VFR,Center Ice Terrace,FS22,Renewed Full Season,David Ortiz,4394.88
80,122246,10/25/2018,1921222-1,Full Season,2/18/2022,226,B,1,2,2,2.0,10164,PFR,Club Ledge,FS22,Renewed Full Season,Calvin de Haan,11078.76
81,122521,5/28/2002,1921224-1,Full Season,2/18/2022,127,B,3,4,2,2.0,10500,BFR,Row 2,FS22,Renewed Full Season,Frederik Andersen,12180.0
82,122521,5/28/2002,1921224-2,Full Season,2/18/2022,127,D,1,2,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Frederik Andersen,8240.400000000001
83,122631,8/5/2002,1921225-1,Full Season,2/18/2022,328,B,4,6,3,3.0,4536,XFR,Terrace Value,FS22,Renewed Full Season,Shayne Gostisbehere,4944.240000000001
84,122906,3/27/2000,1921226-1,Full Season,2/18/2022,125,B,1,4,4,4.0,21000,BFR,Row 2,FS22,Renewed Full Season,Shayne Gostisbehere,24360.0
85,122983,12/20/2016,1921227-1,Full Season,2/18/2022,314,G,11,12,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Calvin de Haan,1922.7600000000002
86,123225,7/17/2002,1921228-1,Full Season,2/18/2022,326,B,9,10,2,2.0,3696,WFR,Terrace Preferred,FS22,Renewed Full Season,David Ortiz,4028.6400000000003
87,123324,7/6/2016,1921229-1,Full Season,2/18/2022,130,XX,16,17,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,Warrick Dunn,6134.52
88,123401,6/7/2002,1921230-1,Full Season,2/18/2022,108,X,1,1,1,1.0,1848,KPR,Lower Level North,FS22,Renewed PH Full Season,Brent Burns,2014.3200000000002
89,123808,7/23/2002,1921232-1,Full Season,2/18/2022,102,Q,7,8,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Calvin de Haan,9156.0
90,124083,6/1/2002,1921233-1,Full Season,2/18/2022,123,XX,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,David Ortiz,6134.52
91,124094,1/5/2001,1921234-1,Full Season,2/18/2022,310,F,9,10,2,2.0,1764,ZFR,FanZone,FS22,Renewed Full Season,Warrick Dunn,1922.7600000000002
92,124193,4/20/2003,1921235-1,Full Season,2/18/2022,303,F,4,4,1,1.0,1848,WFR,Terrace Preferred,FS22,Renewed Full Season,Earvin Johnson,2014.3200000000002
93,124435,6/12/2002,1921236-1,Full Season,2/18/2022,115,W,14,15,2,2.0,3696,KPR,Lower Level North,FS22,Renewed PH Full Season,Brent Burns,4028.6400000000003
94,124523,6/13/2002,1921237-1,Full Season,2/18/2022,123,K,11,12,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,David Ortiz,8240.400000000001
95,124622,1/13/2006,1921238-1,Full Season,2/18/2022,219,A,5,6,2,2.0,7644,SFR,Club Select,FS22,Renewed Full Season,Calvin de Haan,8331.960000000001
96,124677,9/28/2002,1921239-1,Full Season,2/18/2022,304,A,34,35,2,2.0,5208,TFR,Mezzanine,FS22,Renewed Full Season,Calvin de Haan,5676.72
97,124721,8/19/2005,1921240-1,Full Season,2/18/2022,104,R,5,5,1,1.0,5250,CFR,Center Ice Preferred,FS22,Renewed Full Season,Frederik Andersen,5722.5
98,124831,6/18/2002,1921241-1,Full Season,2/18/2022,117,M,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Calvin de Haan,9156.0
99,125150,10/2/2000,1921242-1,Full Season,2/18/2022,314,H,1,1,1,1.0,882,ZFR,FanZone,FS22,Renewed Full Season,Warrick Dunn,961.3800000000001
100,125161,7/22/2002,1921243-1,Full Season,2/18/2022,328,E,7,7,1,1.0,1512,XFR,Terrace Value,FS22,Renewed Full Season,Warrick Dunn,1648.0800000000002
101,125381,2/16/2001,1921244-1,Full Season,2/18/2022,103,S,13,14,2,2.0,9996,DFR,Center Ice  ,FS22,Renewed Full Season,Calvin de Haan,10895.640000000001
102,125777,9/17/2002,1921245-1,Full Season,2/18/2022,111,E,1,2,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,Jesper Fast,6958.56
103,125788,6/27/2002,1921246-1,Full Season,2/18/2022,214,B,3,4,2,2.0,12768,NFR,Champions Club,FS22,Renewed Full Season,Jesper Fast,13917.12
104,126008,8/6/2002,1921247-1,Full Season,2/18/2022,221,D,1,2,2,2.0,7644,SFR,Club Select,FS22,Renewed Full Season,Brent Burns,8331.960000000001
105,126096,7/12/2002,1921248-1,Full Season,2/18/2022,118,Q,11,11,1,1.0,4998,DFR,Center Ice  ,FS22,Renewed Full Season,Warrick Dunn,5447.820000000001
106,126151,6/29/2019,1921249-1,Full Season,2/18/2022,218,A,15,16,2,2.0,7644,SFR,Club Select,FS22,Renewed Full Season,Shayne Gostisbehere,8331.960000000001
107,126547,5/28/2002,1921250-1,Full Season,2/18/2022,102,T,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Warrick Dunn,9156.0
108,126580,9/19/2017,1921251-1,Full Season,2/18/2022,101,M,6,7,2,2.0,6888,GFR,Sideline  ,FS22,Renewed Full Season,Martin Necas,7507.920000000001
109,126690,6/12/2002,1921252-1,Full Season,2/18/2022,126,N,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,David Ortiz,6134.52
110,126932,6/11/2002,1921253-1,Full Season,2/18/2022,111,WW,16,17,2,2.0,3696,KPR,Lower Level North,FS22,Renewed PH Full Season,Warrick Dunn,4028.6400000000003
111,129352,5/6/1998,1921255-1,Full Season,2/18/2022,117,V,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Wayne Gretzky,9156.0
112,129506,6/5/1998,1921256-1,Full Season,2/18/2022,127,E,1,2,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Calvin de Haan,8240.400000000001
113,129539,2/11/1999,1921257-1,Full Season,2/18/2022,121,N,5,6,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,9156.0
114,129561,2/8/1999,1921258-1,Full Season,2/18/2022,126,E,6,7,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Calvin de Haan,8240.400000000001
115,129660,6/20/1997,1921259-2,Full Season,2/18/2022,221,C,7,8,2,2.0,7644,SFR,Club Select,FS22,Renewed Full Season,Brent Burns,8331.960000000001
116,129704,11/7/1997,1921260-1,Full Season,2/18/2022,125,C,7,10,4,4.0,15120,HFR,Lower Level South Preferred,FS22,Renewed Full Season,David Ortiz,16480.800000000003
117,129891,6/8/1998,1921262-1,Full Season,2/18/2022,113,C,9,10,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,David Ortiz,6958.56
118,129990,6/25/1998,1921263-1,Full Season,2/18/2022,102,H,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,David Ortiz,9156.0
119,130001,7/8/1998,1921264-1,Full Season,2/18/2022,324,F,10,11,2,2.0,4032,VFR,Center Ice Terrace,FS22,Renewed Full Season,David Ortiz,4394.88
120,130012,7/8/1998,1921265-1,Full Season,2/18/2022,111,J,1,2,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,6958.56
121,130331,2/11/1999,1921266-1,Full Season,2/18/2022,121,W,1,2,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,David Ortiz,9156.0
122,130353,2/11/1999,1921267-1,Full Season,2/18/2022,103,R,13,14,2,2.0,9996,DFR,Center Ice  ,FS22,Renewed Full Season,David Ortiz,10895.640000000001
123,130441,6/24/1997,1921268-1,Full Season,2/18/2022,120,K,3,4,2,2.0,9996,DFR,Center Ice  ,FS22,Renewed Full Season,Warrick Dunn,10895.640000000001
124,130771,2/26/1999,1921269-1,Full Season,2/18/2022,118,W,11,14,4,4.0,19992,DFR,Center Ice  ,FS22,Renewed Full Season,Brent Burns,21791.280000000002
125,130793,10/6/1998,1921270-1,Full Season,2/18/2022,113,D,1,2,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,David Ortiz,6958.56
126,130793,10/6/1998,1921270-2,Full Season,2/18/2022,113,E,1,2,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,David Ortiz,6958.56
127,130958,6/27/1997,1921271-1,Full Season,2/18/2022,129,L,1,2,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,David Ortiz,8240.400000000001
128,130958,6/27/1997,1921271-2,Full Season,2/18/2022,129,M,1,2,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,David Ortiz,8240.400000000001
129,130969,6/27/1997,1921272-1,Full Season,2/18/2022,127,F,1,2,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,Warrick Dunn,8240.400000000001
130,131057,4/15/1999,1921273-1,Full Season,2/18/2022,328,C,7,10,4,4.0,6048,XFR,Terrace Value,FS22,Renewed Full Season,David Ortiz,6592.320000000001
131,131145,6/30/1997,1921274-1,Full Season,2/18/2022,123,M,3,4,2,2.0,7560,HFR,Lower Level South Preferred,FS22,Renewed Full Season,David Ortiz,8240.400000000001
132,131255,9/11/2018,1921275-1,Full Season,2/18/2022,127,X,2,2,1,1.0,2814,IFR,Lower Level South,FS22,Renewed Full Season,Calvin de Haan,3067.26
133,131420,6/19/1997,1921276-1,Full Season,2/18/2022,119,H,8,9,2,2.0,10500,CFR,Center Ice Preferred,FS22,Renewed Full Season,David Ortiz,11445.0
134,131431,2/5/1999,1921277-1,Full Season,2/18/2022,121,J,7,8,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Brent Burns,9156.0
135,131552,5/17/2019,1921279-1,Full Season,2/18/2022,103,VV,7,8,2,2.0,6552,EPR,Center Ice Top 8,FS22,Renewed PH Full Season,Sebastian Aho,7141.68
136,131574,8/7/1997,1921280-1,Full Season,2/18/2022,119,N,8,8,1,1.0,5250,CFR,Center Ice Preferred,FS22,Renewed Full Season,Warrick Dunn,5722.5
137,131662,6/20/1997,1921281-1,Full Season,2/18/2022,324,C,9,12,4,4.0,8064,VFR,Center Ice Terrace,FS22,Renewed Full Season,Warrick Dunn,8789.76
138,131750,7/23/2003,1921282-1,Full Season,2/18/2022,106,R,1,2,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Jesper Fast,9156.0
139,131783,7/12/2019,1921284-1,Full Season,2/18/2022,104,Y,1,4,4,4.0,21000,CFR,Center Ice Preferred,FS22,Renewed Full Season,Jesper Fast,22890.0
140,131805,6/20/1997,1921285-1,Full Season,2/18/2022,121,Z,3,3,1,1.0,4200,FFR,Sideline Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,4578.0
141,131849,6/20/1997,1921286-1,Full Season,2/18/2022,121,Z,4,4,1,1.0,4200,FFR,Sideline Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,4578.0
142,131860,2/8/1999,1921287-1,Full Season,2/18/2022,304,C,21,22,2,2.0,4032,VFR,Center Ice Terrace,FS22,Renewed Full Season,David Ortiz,4394.88
143,131882,6/19/1997,1921288-1,Full Season,2/18/2022,121,N,1,2,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Martin Necas,9156.0
144,131959,6/5/1998,1921289-1,Full Season,2/18/2022,112,E,8,9,2,2.0,6384,JFR,Lower Level North Preferred,FS22,Renewed Full Season,Wayne Gretzky,6958.56
145,132124,10/21/1999,1921291-1,Full Season,2/18/2022,121,Z,5,5,1,1.0,4200,FFR,Sideline Preferred,FS22,Renewed Full Season,Shayne Gostisbehere,4578.0
146,132179,8/18/1999,1921293-1,Full Season,2/18/2022,105,Z,1,2,2,2.0,8988,EFR,Center Ice Top 8,FS22,Renewed Full Season,Brent Burns,9796.92
147,132476,7/23/1997,1921294-1,Full Season,2/18/2022,117,Z,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Warrick Dunn,9156.0
148,133367,4/20/2001,1921296-1,Full Season,2/18/2022,118,X,13,14,2,2.0,8988,EFR,Center Ice Top 8,FS22,Renewed Full Season,Shayne Gostisbehere,9796.92
149,133719,4/23/2001,1921297-1,Full Season,2/18/2022,303,A,7,8,2,2.0,3696,WFR,Terrace Preferred,FS22,Renewed Full Season,David Ortiz,4028.6400000000003
150,134170,8/12/2002,1921298-2,Full Season,2/18/2022,212,E,13,14,2,2.0,15120,OFR,Champions Club Preferred,FS22,Renewed Full Season,Chris Chelios,16480.800000000003
151,134291,6/11/2002,1921299-1,Full Season,2/18/2022,107,YY,3,4,2,2.0,3696,KPR,Lower Level North,FS22,Renewed PH Full Season,Calvin de Haan,4028.6400000000003
152,134456,12/1/2000,1921300-1,Full Season,2/18/2022,123,VV,1,2,2,2.0,5628,IFR,Lower Level South,FS22,Renewed Full Season,David Ortiz,6134.52
153,134478,5/17/2001,1921301-1,Full Season,2/18/2022,328,D,8,9,2,2.0,3024,XFR,Terrace Value,FS22,Renewed Full Season,David Ortiz,3296.1600000000003
154,134687,5/6/2019,1921302-1,Full Season,2/18/2022,103,Z,13,14,2,2.0,6552,EPR,Center Ice Top 8,FS22,Renewed PH Full Season,Sebastian Aho,7141.68
155,134731,10/17/2000,1921303-1,Full Season,2/18/2022,324,A,23,24,2,2.0,5208,TFR,Mezzanine,FS22,Renewed Full Season,Warrick Dunn,5676.72
156,134940,3/31/2000,1921304-1,Full Season,2/18/2022,102,Y,13,14,2,2.0,8400,FFR,Sideline Preferred,FS22,Renewed Full Season,Warrick Dunn,9156.0
157,135094,6/15/2000,1921305-1,Full Season,2/18/2022,110,Q,3,4,2,2.0,3696,KPR,Lower Level North,FS22,Renewed PH Full Season,David Ortiz,4028.6400000000003
